id,generation_source,title,description,startTime,endTime,generation_source_continue
Calendar-341,32-7,自驾后半程（泸溪服务区 - 凤凰）,自驾后半程，从杭瑞高速泸溪服务区出发，前往凤凰古城，预计2025-10-01 16:40出发，18:00抵达，已与凤凰记忆临江客栈确认当晚入住，来源：行程规划,2025-10-01 16:40:00,2025-10-01 18:00:00,32-g
Calendar-342,129-2,晨雾摄影创作,晨雾摄影创作（凤凰古城沱江上游沿岸），2025-10-02 06:00:00 开始，与徐佳宁、谢雨桐汇合，使用相机和无人机，来源：团队计划,2025-10-02 06:00:00,2025-10-02 08:30:00,129-b
Calendar-343,32-9-1,梵净山核心区攀登与拍摄,梵净山核心区（蘑菇石、红云金顶）攀登与拍摄，2025-10-05 11:00 开始，需携带索尼相机、长焦镜头、无人机、三脚架，来源：当日行程规划,2025-10-05 11:00:00,2025-10-05 11:00:00,32-i
Calendar-344,32-9-2,西江千户苗寨守候与拍摄万家灯火,西江千户苗寨一号观景台守候与拍摄万家灯火，2025-10-05 20:30 开始，需携带相机、三脚架、ND滤镜、无人机，来源：当日行程规划,2025-10-05 20:30:00,2025-10-05 20:30:00,32-i
Calendar-345,32-10,高速爆胎处理与换胎,G60沪昆高速邵阳段突发爆胎，2025-10-06 12:40 发生，更换备胎后于宝庆东路轮胎店更换新胎，来源：亲身经历,2025-10-06 12:40:00,2025-10-06 12:40:00,32-j
Calendar-346,270-2-2,中秋家庭视频通话,与武汉父母及上海妹妹进行中秋视频通话，2025-10-06 20:00 开始，持续约80分钟，来源：微信视频,2025-10-06 20:00:00,2025-10-06 21:20:00,270-b
Calendar-347,31-3-1,父亲体检预约与分工确认,与妹妹冯欣然视频通话，确认父亲体检分工：冯欣然负责情感劝说，冯浩然负责锁定武汉协和医院神经内科专家号源、预约及必要时陪同，来源：家庭视频通话,2025-10-07 14:30:00,2025-10-07 15:15:00,31-c
Calendar-348,,部门晨会,投资顾问部周三例行晨会，2025-10-08 10:00 开始，由总监钱永强主持，冯浩然需分享节后市场流动性观点，来源：今日事件,2025-10-08 10:00:00,2025-10-08 10:30:00,
Calendar-349,31-4,午休事务处理,午休期间处理个人事务，2025-10-08 12:50 开始，包括为父母预约体检、联系摄影伙伴，来源：今日事件,2025-10-08 12:50:00,2025-10-08 13:40:00,31-d
Calendar-350,276-3,与父母视频通话（体检确认）,与武汉的父母冯建国、李秀英进行微信视频通话，详细确认次日体检流程、空腹要求和医院路线，安抚父亲情绪，母亲表示会陪同前往，来源：家庭沟通,2025-10-09 21:05:00,2025-10-09 21:40:00,276-c
Calendar-351,135-5,与发小董浩然的深度视频交流,与在深圳的发小董浩然进行视频交流，分享摄影包失而复得经历和镇远照片，讨论金融行业压力、童年友谊影响等话题，进行深入对话，来源：当日事件,2025-10-10 19:30:00,2025-10-10 20:45:00,135-e
Calendar-352,,客户资产配置策略终审会,客户资产配置策略终审会，2025-10-12 13:30 开始，与郑文博、远程客户经理孙晓雅共同审议方案，来源：工作日程,2025-10-12 13:30:00,2025-10-12 15:00:00,
Calendar-353,272-1-2,与上司钱永强策略方向沟通,与上司钱永强就客户黄思琪Q4投资策略进行沟通，2025-10-13 15:00 开始，地点：钱永强办公室，来源：工作日程,2025-10-13 15:00:00,2025-10-13 15:45:00,272-a
Calendar-354,272-3,致电客户黄思琪会议跟进,2025-10-16 10:00 在小型会议室致电客户黄思琪，就前日季度投资回顾会后的资产配置方案征求最终反馈，客户认可并约定下月初专题视频沟通，来源：今日工作日程,2025-10-16 10:00:00,2025-10-16 10:30:00,272-c
Calendar-355,,处理客户紧急邮件,2025-10-16 23:00 在家中书房处理重要客户关于市场异动的紧急邮件咨询，需查阅行情并撰写回复，提供简要分析及持续观察建议，来源：临时工作安排,2025-10-16 23:00:00,2025-10-16 23:20:00,
Calendar-356,,临时季度业绩冲刺会议,华泰证券投资顾问部季度业绩冲刺会，2025-10-17 15:30 开始，投资总监钱永强紧急召集，分析团队业绩与目标差距，部署最后两周重点工作，来源：公司内部通知,2025-10-17 15:30:00,2025-10-17 16:30:00,
Calendar-357,132-6,与客户黄思琪视频会议,与客户黄思琪进行月度视频会议，回顾其公司现金管理配置，深入讨论数字人民币特性对未来金融产品的影响，来源：华泰证券内部日程安排,2025-10-21 10:30:00,2025-10-21 12:00:00,132-f
Calendar-358,275-2-2,研读数字人民币白皮书核心架构,重点分析数字人民币的双层运营体系设计，并探讨可控匿名性、双离线支付等关键技术特性的实现原理。,2025-10-21 00:00:00,2025-10-21 23:59:59,275-b
Calendar-359,276-5,解读父母体检报告,时间 2025-10-22 20:30，核心要素 获取并解读父母电子版体检报告，重点关注父亲冯建国的低密度脂蛋白胆固醇和同型半胱氨酸指标，来源 父母微信发送,2025-10-22 20:30:00,2025-10-22 21:15:00,276-e
Calendar-360,,客户报告撰写与内部分享会准备,为重要客户林志豪撰写季度资产配置报告，调整行业建议。随后专注准备明日团队内部分享PPT，打磨数字人民币投资机遇内容，增加市场案例，完成后发送给上司预览，来源：今日工作安排,2025-10-23 09:00:00,2025-10-23 12:00:00,
Calendar-361,74-3,线上分享会,提前调试网络和视频会议软件，检查麦克风和摄像头，准备好笔记本和笔,2025-10-23 14:00:00,2025-10-23 16:00:00,74-c
Calendar-362,271-1,生日聚餐邀请确认,下周二（2025-10-28）18:30，湘味人家（解放西路店）包间，已邀请彭雨晴、吴俊杰、郑文博，预订码：XY20251028，凭手机号确认，来源：电话预订,2025-10-28 18:30:00,2025-10-28 20:30:00,271-a
Calendar-363,277-3-1,岳麓山露营活动,岳麓山后山露营基地，2025-10-25 17:20 开始，与高云飞、谢雨桐同行，活动包括搭建帐篷、晚餐、观星畅谈与星空摄影，来源：朋友约定,2025-10-25 17:20:00,2025-10-25 22:30:00,277-c
Calendar-364,,部门晨会,部门晨会，2025-10-27 09:10 开始，钱总主持，分享宏观动态与板块看法，来源：今日工作安排,2025-10-27 09:10:00,2025-10-27 10:00:00,
Calendar-365,271-2-2,生日前夕好友聚餐,与好友彭雨晴、吴俊杰和郑文博在壹盏灯(蚂蚁工房店)聚餐，预祝生日，2025-10-28 18:00 开始，来源：今日事件,2025-10-28 18:00:00,2025-10-28 20:30:00,271-b
Calendar-366,153-11,体验瑜伽课,下班后，经同事推荐，冯浩然首次来到公司附近的一家瑜伽工作室。在一节哈他瑜伽入门课上，他专注于呼吸与拉伸，课后特意向教练请教了久坐办公族常见的肩颈不适缓解方法，感觉身体得到了久违的舒展。,2025-10-29 19:00:00,2025-10-29 20:00:00,153-k
Calendar-367,276-7,与父母视频通话,与在武汉的父母进行视频通话，关心父亲健康状况，约定下周再联系，如有必要复查，来源：家庭日常安排,2025-10-29 20:10:00,2025-10-29 20:10:00,276-g
Calendar-368,,赛前准备与前往起点,赛前准备与前往起点，2025-11-02 05:20 开始，从岳麓区双塘路99号岳麓区机关金星住宅小区前往贺龙体育中心，进行动态拉伸、早餐、网约车出行，来源：当日事件,2025-11-02 05:20:00,2025-11-02 05:20:00,
Calendar-369,44-10-1,挑战长沙半程马拉松,挑战长沙半程马拉松，2025-11-02 07:30 开始，在贺龙体育中心起跑，预计完赛时间约1小时52分，来源：当日事件,2025-11-02 07:30:00,2025-11-02 07:30:00,44-j
Calendar-370,,启动金融科技项目提案,智能投顾工具市场分析项目启动，2025-11-03 19:30 开始，为期三天，需搭建报告框架并完成市场概述与竞争格局分析部分，来源：个人工作计划,2025-11-03 19:30:00,2025-11-03 21:00:00,
Calendar-371,278-2,团队投资复盘会议及会后沟通,团队十月投资复盘会议，2025-11-04 09:15 开始，华泰证券会议室，会后与钱总沟通项目进展，来源：公司日程,2025-11-04 09:15:00,2025-11-04 11:45:00,278-b
Calendar-372,278-3,撰写客户投资策略,为核心客户黄思琪和林志豪撰写Q4投资策略建议，时间2025-11-05 10:00开始，结合行业研报和估值模型，强调科技龙头精选和稳健资产配置，来源：今日工作安排,2025-11-05 10:00:00,2025-11-05 12:00:00,278-c
Calendar-373,278-3,与客户经理视频会议,与远程客户经理孙晓雅进行视频会议，时间2025-11-05 13:30开始，通过屏幕共享展示客户策略，同步沟通技巧和时间表，会议高效务实，来源：今日工作安排,2025-11-05 13:30:00,2025-11-05 14:30:00,278-c
Calendar-374,,上午工作与项目提案会议,智能投顾工具项目提案会议，2025-11-06 09:30 开始，与上司钱总在3号小会议室过审，来源：今日工作安排,2025-11-06 09:30:00,2025-11-06 11:00:00,
Calendar-375,278-4,与核心客户黄思琪Q4策略视频会议,Q4投资策略视频会议，2025-11-06 12:00 开始，基于科技行业监管动态调整策略，建议转向云计算和企业服务板块，来源：客户预约,2025-11-06 12:00:00,2025-11-06 12:50:00,278-d
Calendar-376,34-1,突发家庭危机处理,父亲冯建国突发急性脑梗，在武汉同济医院抢救，2025-11-08 10:30 接到母亲电话，紧急请假并购买高铁票，来源：母亲李秀英视频通话,2025-11-08 10:30:00,2025-11-08 11:40:00,34-a
Calendar-377,,医院沟通与夜间陪护安排,与主治医生沟通父亲病情，安排母亲回酒店休息，与妹妹冯欣然商议夜间轮换陪护计划，2025-11-08 19:00 开始，来源：医院现场沟通,2025-11-08 19:00:00,2025-11-08 22:40:00,
Calendar-378,34-2-1,办理住院手续与医生沟通,办理父亲冯建国住院手续，并与主治医生王主任沟通治疗方案，2025-11-10 08:10 开始，来源：今日事件,2025-11-10 08:10:00,2025-11-10 09:40:00,34-b
Calendar-379,35-3-2,午餐与家庭会议,与母亲李秀英共进午餐并主持三方视频会议，与妹妹冯欣然敲定陪护排班与财务方案，2025-11-10 11:30 开始，来源：今日事件,2025-11-10 11:30:00,2025-11-10 13:30:00,35-c
Calendar-380,34-3,主治医生查房与病情沟通,主治医生王主任查房，2025-11-11 07:40 开始，地点神经内科病房及医生办公室，需汇报父亲状况并讨论后续治疗方案，来源：当日事件安排,2025-11-11 07:40:00,2025-11-11 09:10:00,34-c
Calendar-381,,陪同父亲康复科会诊,陪同父亲前往康复医学科门诊会诊，2025-11-11 15:40 开始，与张医生评估状况并学习康复动作，来源：当日事件安排,2025-11-11 15:40:00,2025-11-11 17:10:00,
Calendar-382,34-4,晚餐与家庭核心会议,与母亲李秀英在楚湘阁餐馆晚餐并进行家庭会议，商讨父亲出院后护理计划、护工安排、适老化改造和妹妹行程，2025-11-12 17:00开始，来源：家庭约定,2025-11-12 17:00:00,2025-11-12 18:30:00,34-d
Calendar-383,279-6,通勤陪同父亲完成CT增强扫描与缴费,陪同父亲冯建国前往华中科技大学同济医学院附属同济医院(汉口院区)影像中心完成CT增强扫描，并完成缴费，2025-11-14 08:15:00 开始，来源：当日事件,2025-11-14 08:15:00,2025-11-14 08:15:00,279-f
Calendar-384,36-4,与主治医生王主任阶段性沟通,与父亲的主治医生王主任进行阶段性沟通，复盘一周治疗并查看CT影像，2025-11-14 11:30:00 开始，来源：当日事件,2025-11-14 11:30:00,2025-11-14 12:30:00,36-d
Calendar-385,,迎接妹妹冯欣然并进行事务交接,在华中科技大学同济医学院附属同济医院(汉口院区)迎接妹妹冯欣然，并进行全面护理与医疗事务交接，2025-11-14 19:40:00 开始，来源：当日事件,2025-11-14 19:40:00,2025-11-14 20:40:00,
Calendar-386,34-7,家庭健康会议,家庭健康会议（同济医院病房），2025-11-15 17:00 开始，讨论父亲康复计划与家庭健康管理方案，来源：家庭安排,2025-11-15 17:00:00,2025-11-15 18:30:00,34-g
Calendar-387,34-8,医院上午：与父亲及医生沟通,上午8:05至9:40，在华中科技大学同济医学院附属同济医院神经内科病房和医生办公室，与父亲冯建国交流，并与主治医生王主任进行出院细节沟通，确认用药方案、饮食标准、康复阶段、复查节点和风险预警，来源：当日事件,2025-11-16 08:05:00,2025-11-16 09:40:00,34-h
Calendar-388,36-6,家庭核心决策会议,家庭核心决策会议（讨论父亲康复路径、护工配置、责任分工与财务安排），2025-11-17 13:30:00 开始，地点：同济医院住院部病房，来源：家庭内部约定,2025-11-17 13:30:00,2025-11-17 15:10:00,36-f
Calendar-389,36-7-1,医院出院手续与处理,华中科技大学同济医学院附属同济医院，2025-11-19 07:30 开始办理出院结算、领取出院带药和复查预约单，来源：当日事件,2025-11-19 07:30:00,2025-11-19 10:30:00,36-g
Calendar-390,2-11,发送工作邮件,向上司钱永强发送邮件，附上关于近期市场波动下客户策略调整的思考。,2025-11-19 10:30:00,2025-11-19 10:45:00,2-o
Calendar-391,279-9-1,确认事项与家庭告别,父母家，2025-11-19 17:00 开始确认所有出院和家庭事项完成，预订返程高铁票，与父母共进告别晚餐，来源：当日事件,2025-11-19 17:00:00,2025-11-19 18:00:00,279-i
Calendar-392,,G1109 次高铁（武汉 - 长沙）,G1109 次高铁（武汉站→长沙南站），2025-11-19 19:40 发车，订单号 WH20251119G1109，凭身份证检票，来源：12306,2025-11-19 19:40:00,2025-11-19 21:39:00,
Calendar-393,115-4,整理机构信息并初步决策,将几天来搜集到的机构信息、价格对比、咨询反馈整理成笔记或电子表格。结合自己的时间安排、预算和机构专业度，初步确定1-2家最合适的机构作为返回长沙后的首选考察目标。,2025-11-21 14:00:00,2025-11-21 16:00:00,115-d
Calendar-394,2-12,与上司钱永强总监工作汇报会议,与上司钱永强总监进行工作汇报，2025-11-20 10:15:00 开始，地点：钱永强总监办公室，来源：今日事件,2025-11-20 10:15:00,2025-11-20 10:45:00,2-p
Calendar-395,53-1,参观中国邮政邮票博物馆,规划周末个人休闲活动，如果天气好就去参观中国邮政邮票博物馆（假设在长沙有分馆或特展）。,2025-11-22 10:00:00,2025-11-22 16:00:00,53-a
Calendar-396,280-4,家庭沟通与责任分工视频会议,与妹妹及父母进行家庭视频会议，敲定护工筛选、适老化改造分工及探望时间表，2025-11-20 19:00:00 开始，来源：今日事件,2025-11-20 19:00:00,2025-11-20 20:30:00,280-d
Calendar-397,34-10,创建家庭健康沟通群,为父母建立微信群，用于分享血压、血糖数据和健康提醒,2025-11-20 19:00:00,2025-11-20 19:30:00,34-j
Calendar-398,279-10,家庭财务安全网升级方案制定,家庭财务风险防御规划制定，2025-11-22 21:00 开始，预计时长1.5小时，内容涵盖风险识别、保险配置、备用金计划、资产检视与行动路线图，来源：个人规划,2025-11-22 21:00:00,2025-11-22 22:30:00,279-j
Calendar-399,,保险顾问线上会议,与保险顾问进行线上会议，就为父母筛选的医疗保险产品进行最终条款确认，预约本周签约，确保家庭财务安全，来源：今日事件,2025-11-24 13:10:00,2025-11-24 13:30:00,
Calendar-400,81-5,养老金账户开户与缴存,通过招商银行手机银行完成个人养老金账户开户，并缴存年度上限资金，选择养老目标日期基金，2025-11-25 15:30 完成操作，来源：招商银行App,2025-11-25 15:30:00,2025-11-25 15:30:00,81-e
Calendar-401,116-1,年度体检报告查阅提醒,收到年度体检报告邮件，发现颈椎生理曲度变直的异常提示，2025-11-25 17:25 收到邮件，来源：湘雅医院健康管理中心,2025-11-25 17:25:00,2025-11-25 17:25:00,116-a
Calendar-402,158-4-2,与冯浩然沟通产品迭代反馈,讨论新版本评估、长期战略建议及推广策略。李哲根据前期反馈完成了产品迭代，再次与冯浩然进行线上沟通。冯浩然评估了新版本，肯定了改进之处，并从长期战略角度，就产品上线后的推广策略和可能的商业模式给出了建议。,2025-11-27 14:00:00,2025-11-27 15:30:00,158-d
Calendar-403,158-4-1,与李哲视频会议（产品合规）,与深圳朋友李哲进行产品合规专题视频会议，2025-11-27 09:30 开始，预计持续约1.5小时，会议链接已通过企业微信发送，来源：内部工作安排,2025-11-27 09:30:00,2025-11-27 11:00:00,158-d
Calendar-404,3-3,与上司钱永强述职沟通,与投资总监钱永强进行年度述职前瞻沟通，2025-11-27 15:00 开始，预计持续1小时，地点为钱总办公室，需准备全年工作汇报材料，来源：直属上司预约,2025-11-27 15:00:00,2025-11-27 16:00:00,3-k
Calendar-405,116-2,优动运动康复中心初次评估,优动运动康复中心初次评估，2025-12-02 19:00 开始，预约码 YD2025112801，凭身份证和预约码签到，来源：电话预约,2025-12-02 19:00:00,2025-12-02 20:30:00,116-b
Calendar-406,,年度投资策略报告提交,年度投资策略报告提交，2025-11-28 12:00 提交，报告名称《2026年度投资策略报告（终版）》，提交对象：钱永强，来源：内部系统,2025-11-28 12:00:00,2025-11-28 12:00:00,
Calendar-407,3-4,年底重点客户回访行程规划,年底重点客户回访行程规划，2025-11-28 13:15 开始，涉及客户：黄思琪（深圳）、林志豪（上海），规划内容：时间窗口、拜访议程，来源：个人工作安排,2025-11-28 13:15:00,2025-11-28 14:30:00,3-l
Calendar-408,81-7,重要沟通会议（父母与客户）,视频会议，2025-11-29 09:15 开始，先与父母沟通商业健康保险方案，再与客户黄思琪讨论投资组合与体检资源，来源：今日事件,2025-11-29 09:15:00,2025-11-29 11:00:00,81-g
Calendar-409,53-5-1,客户黄思琪视频会议,与客户黄思琪进行投资策略调整视频会议，2025-12-02 09:45 开始，讨论科技与消费板块机会及风险对冲方案，来源：华泰证券日程安排,2025-12-02 09:45:00,2025-12-02 11:30:00,53-e
Calendar-410,,家庭保险方案沟通（视频）,与父母进行三方视频通话，沟通已签署的家庭保险方案，解释保障责任、受益人信息、缴费期限等核心内容，发送《家庭保险要点摘要》PDF文件，来源：个人整理,2025-12-01 19:00:00,2025-12-01 19:40:00,
Calendar-411,116-3,跃动康复中心评估治疗,在跃动运动康复中心进行肩颈康复评估与治疗，2025-12-02 18:20 开始，接受王老师手法松解和学习纠正性练习，来源：康复中心预约,2025-12-02 18:20:00,2025-12-02 20:25:00,116-c
Calendar-412,,团队晨会与报告撰写,2025-12-03 09:00 开始，在华泰证券办公室会议室和个人工位进行团队晨会，向钱总汇报年底投资报告进展，之后专注撰写报告核心部分，来源：今日工作安排,2025-12-03 09:00:00,2025-12-03 10:30:00,
Calendar-413,288-4,客户面谈：年度投资回顾,客户面谈：年度投资回顾，与客户林志豪先生会面，2025-12-05 14:50 开始，预计17:05结束，地点：圣爵菲斯咖啡厅，来源：客户预约,2025-12-05 14:50:00,2025-12-05 17:05:00,288-d
Calendar-414,,肩颈专项运动康复治疗,肩颈专项运动康复治疗，在TYPES运动康复空间进行，2025-12-05 18:30 开始，预计19:30结束，治疗师指导，来源：康复中心预约,2025-12-05 18:30:00,2025-12-05 19:30:00,
Calendar-415,288-4,上午工作：完成年度投资总结报告,上午工作：预热和完成年度投资总结报告，2025-12-05 09:26 开始，预计12:00前完成并提交给投资总监钱永强，来源：当日工作计划,2025-12-05 09:26:00,2025-12-05 12:00:00,288-d
Calendar-416,,研究父亲健康保险方案,研究父亲健康保险方案，2025-12-06 13:20 开始，对比A、B两款产品核心条款、保费、保障范围及公司服务评级，结合父亲体检情况制作优劣势分析表，来源：个人安排,2025-12-06 13:20:00,2025-12-06 14:20:00,
Calendar-417,106-4,与父母视频通话讨论健康设备,与父母冯建国和李秀英视频通话，讨论智能健康监测设备购买方案，2025-12-07 20:00 开始，来源：家庭约定,2025-12-07 20:00:00,2025-12-07 21:00:00,106-d
Calendar-418,37-3-1,CFA成绩查询与分享喜讯,登录CFA协会官网查询三级考试成绩，结果显示通过，随后在家庭微信群分享喜讯，来源：CFA协会官网,2025-12-08 08:30:00,2025-12-08 08:30:00,37-c
Calendar-419,37-3-1,工作准备与向钱总汇报,抵达公司办公室，处理积压邮件，查阅宏观经济数据简报和行业研报，随后向钱总正式汇报CFA通过的消息并致谢，来源：华泰证券办公室,2025-12-08 10:05:00,2025-12-08 10:05:00,37-c
Calendar-420,157-5,午餐庆祝与同事,与钱总、郑文博在湘菜馆共进午餐，举杯感谢支持，点剁椒鱼头、小炒黄牛肉等经典湘菜，分享证书经历和趣事，来源：金鹰路湘菜馆,2025-12-08 12:20:00,2025-12-08 12:20:00,157-e
Calendar-421,,与孙晓雅视频会议,与杭州同事孙晓雅视频会议，2025-12-09 10:30 开始，同步重点客户资产状况、风险偏好变化和第四季度收益回顾，来源：今日工作日程,2025-12-09 10:30:00,2025-12-09 11:45:00,
Calendar-422,,晚餐庆祝与好友,与好友彭雨晴、吴俊杰在居酒屋聚餐，点刺身、招牌烧肉和清酒，举杯祝贺，约20:00与在深圳的董浩然视频连线，来源：焱魔胡同烧肉居酒屋,2025-12-08 19:10:00,2025-12-08 19:10:00,
Calendar-423,116-4-3,肩颈康复课程,了凡乐享运动康复中心肩颈康复课程，2025-12-09 18:10 开始，进行手法松解和针对性训练，来源：康复中心预约确认,2025-12-09 18:10:00,2025-12-09 19:10:00,116-d
Calendar-424,39-1-1,肩颈专项复查预约,预约中南大学湘雅二医院骨科门诊肩颈专项复查，2025-12-10 08:30 开始，预约码 XY20251210001，凭身份证和医保卡就诊，来源：医院公众号,2025-12-10 08:30:00,2025-12-10 09:30:00,39-a
Calendar-425,288-8,报告定稿与系统提交,年度策略报告最终润色与格式统一，2025-12-12 09:10 开始，通过内部协作系统正式提交，并抄送钱总及项目组，来源：工作安排,2025-12-12 09:10:00,2025-12-12 09:10:00,288-h
Calendar-426,288-8,向上司汇报年度策略,向钱总汇报年度策略报告框架，2025-12-12 10:00 开始，重点阐述经济周期下的资产配置逻辑，回应关键假设和风险分析，来源：工作安排,2025-12-12 10:00:00,2025-12-12 10:45:00,288-h
Calendar-427,141-4,汉口历史街区摄影采风,与发小张明轩在黎黄陂路、鄱阳街等区域拍摄历史建筑和街景，重点参观汉口美国领事馆旧址，捕捉阴天光线下的建筑细节，来源：与张明轩微信约定,2025-12-14 09:30:00,2025-12-14 12:00:00,141-d
Calendar-428,,下午深度客户沟通,与客户黄思琪视频会议（13:45-14:35）及与客户林志豪电话会议（14:40-15:20），地点为公司会议室，来源：今日工作安排,2025-12-15 13:45:00,2025-12-15 16:00:00,
Calendar-429,290-2-2,观看沉浸式话剧《时间旅行者的妻子》,冯浩然在剧场内观看了这场沉浸式话剧。他被演员近距离的表演、精巧的舞台设计和互动式的观演体验深深吸引，完全沉浸在剧情中，暂时忘却了工作的烦恼。备注：期待已久的沉浸式体验，剧场地址：上海大剧院,2025-12-18 19:30:00,2025-12-18 22:00:00,290-b
Calendar-430,286-1,与妹妹视频讨论父母健康,与妹妹冯欣然视频连线，共享屏幕展示体检机构对比分析表，讨论父母年度体检安排及康复期日常监测需求，一致认为需购置远程智能血压计和血氧仪，来源：个人安排,2025-12-16 20:00:00,2025-12-16 20:45:00,286-a
Calendar-431,290-1-1,话剧《时间旅行者的妻子》观演,沉浸式话剧《时间旅行者的妻子》，0731实验剧场，座位中区第五排靠过道，2025-12-18 19:30开演，订单号DM202512161234，凭电子票二维码入场，来源：大麦APP,2025-12-18 19:30:00,2025-12-18 22:00:00,290-a
Calendar-432,158-6,与李哲咖啡交流,与金融科技创业者李哲在圣爵菲斯咖啡厅进行年末交流，2025-12-17 12:00 开始，来源：当日约定,2025-12-17 12:00:00,2025-12-17 13:00:00,158-f
Calendar-433,117-2-2,前往康复中心治疗,下班后前往7K运动体能康复训练馆进行第二次运动康复治疗，2025-12-17 17:30 开始，来源：康复中心预约,2025-12-17 17:30:00,2025-12-17 19:00:00,117-b
Calendar-434,38-1,年终绩效面谈材料准备,准备年终绩效面谈材料，2025-12-18 09:30:00 开始，梳理全年业绩、资产规模增长、客户满意度，撰写从执行者向管理者转变的论证部分，量化投研分享和带教新人贡献，来源：当日工作计划,2025-12-18 09:30:00,2025-12-18 12:00:00,38-a
Calendar-435,,客户紧急需求处理会议,与郑文博、孙晓雅召开客户紧急需求处理会议，2025-12-19 09:30 开始，地点：湖南广电中心写字楼，来源：与同事郑文博约定,2025-12-19 09:30:00,2025-12-19 11:00:00,
Calendar-436,38-2,年终绩效面谈,与直属上司钱永强进行年终绩效面谈，2025-12-20 13:45 开始，地点：华泰证券办公室，来源：公司日程安排,2025-12-20 13:45:00,2025-12-20 15:30:00,38-b
Calendar-437,107-2-1,家庭体检计划制定,与父母视频通话，制定家庭体检计划，选择瑞慈医疗，时间框定2026年3-4月，来源：与父母约定,2025-12-19 21:40:00,2025-12-19 22:30:00,107-b
Calendar-438,287-2-2,与上司咖啡谈心,与钱总在巷往咖啡(Alley coffee)进行非正式交流，2025-12-20 15:30 开始，地点：凤凰台巷22号，来源：钱总邀请,2025-12-20 15:30:00,2025-12-20 16:50:00,287-b
Calendar-439,87-2,团队聚餐预订确认,下周四（12月25日）晚团队聚餐，地点为预订的杭帮菜馆包间，已确认最低消费及菜单，来源：与餐厅电话确认,2025-12-25 18:30:00,2025-12-25 20:30:00,87-b
Calendar-440,285-2-3,家庭视频聚餐,与父母及妹妹进行家庭视频聚餐，时间为2025-12-21 18:10至20:00，已预订外卖并调试设备，来源：家庭约定,2025-12-21 18:10:00,2025-12-21 20:00:00,285-b
Calendar-441,117-5,第三次运动康复治疗,第三次运动康复治疗（锐动运动康复中心），2025-12-24 18:20 开始，治疗师刘医生，来源：康复中心预约,2025-12-24 18:20:00,2025-12-24 19:10:00,117-e
Calendar-442,86-2-1,与上司钱永强探讨职业发展,与上司钱永强探讨职业发展，2025-12-25 10:40 开始，地点为钱永强总监办公室，来源：当日工作安排,2025-12-25 10:40:00,2025-12-25 11:30:00,86-b
Calendar-443,156-3,年末聚会 - 与李哲公司探讨合作,在年末的最后一次聚会中，双方回顾了近半年的交流成果。冯浩然评估了未来在客户解决方案中引入李哲公司技术的可能性，并探讨了初步的非正式合作意向。,2025-12-28 18:00:00,2025-12-28 20:30:00,156-c
Calendar-444,86-2-2,圣诞节好友聚餐,圣诞节好友聚餐，2025-12-25 18:50 开始，地点为银双路西湖建新安置小区湘菜馆包间，来源：朋友邀约,2025-12-25 18:50:00,2025-12-25 21:15:00,86-b
Calendar-445,87-4-1,团队聚餐庆祝晋升,团队聚餐庆祝孙晓雅晋升，2025-12-27 18:30 开始，地点醴陵土菜馆(芙蓉中路店)，来源：团队群通知,2025-12-27 18:30:00,2025-12-27 21:45:00,87-d
Calendar-446,42-2-2,构思2026年目标,基于复盘结论，开始构思2026年的核心目标方向。需要规划职业发展（如团队管理能力提升）、家庭事务（具体落实家庭规划）以及资产学习方向（如家庭资产配置等新知识领域的学习）。,2025-12-28 09:00:00,2025-12-28 10:30:00,42-b
Calendar-447,108-2-1,家庭健康讨论会（视频）,家庭健康讨论会（微信视频群聊），2025-12-28 19:00 开始，与父母及妹妹沟通深度体检事宜，来源：自行安排,2025-12-28 19:00:00,2025-12-28 20:15:00,108-b
Calendar-448,108-2-4,家庭体检初步安排,与家人通话商定，体检时间初步安排在2026年春节后气候适宜的时段。具体日期和机构待定。,2026-02-10 09:00:00,2026-02-10 10:00:00,108-b
Calendar-449,108-2-3,全家深度体检,这是与父母沟通后达成共识的重要家庭事务，计划在2026年上半年完成。,2026-06-30 09:00:00,2026-06-30 12:00:00,108-b
Calendar-450,158-9-1,与李哲公司年末复盘与展望会议,与创业者李哲及其助理在圣爵菲斯咖啡厅进行年末复盘与展望会议，2025-12-29 10:00 开始，探讨Pre-IPO合作切入点，来源：今日事件日程,2025-12-29 10:00:00,2025-12-29 12:10:00,158-i
Calendar-451,117-7,前往康复中心并完成治疗,前往恒大雅苑健身中心康复理疗部进行治疗，2025-12-29 17:00 开始，治疗师王医生进行手法松解和动作测试，来源：今日事件日程,2025-12-29 17:00:00,2025-12-29 18:35:00,117-g
Calendar-452,158-10,向上司汇报外部项目观察,向钱永强总监汇报对金融科技创业者李哲项目的观察、商业模式、风险及协同价值，2025-12-30 09:30 开始，需准备材料，来源：今日工作安排,2025-12-30 09:30:00,2025-12-30 10:45:00,158-j
Calendar-453,284-4,杜甫江阁跨年烟花拍摄,跨年夜在杜甫江阁西侧观景平台拍摄烟花倒影，2025-12-31 18:50:00 抵达，需携带长焦镜头、三脚架、备用电池、暖宝宝，来源：个人摄影计划,2025-12-31 18:50:00,2025-12-31 23:50:00,284-a
