id,generation_source,title,content,datetime,source,generation_source_continue
Push-2230,258-3,神州租车：预订成功通知,【神州租车】您已成功预订丰田RAV4，取车时间：2025-09-28 09:00，取车点：长沙黄花机场店，订单号：SRZ202509221305，预定码：889765。,2025-09-22 13:03:00,神州租车,258-c
Push-2231,149-4-2,雪球：比特币ETF异动提醒,"【雪球】您关注的比特币现货ETF（代码：IBTC）盘中出现放量拉升，最新报价 $58,230，日内涨幅 +2.3%。",2025-09-22 15:32:00,雪球,149-d
Push-2232,,支付宝：咖啡支付成功提醒,【支付宝】您已成功支付一丹咖啡订单，金额 38 元，支付方式：花呗，账单已同步至我的账单。,2025-09-22 17:33:00,支付宝,
Push-2233,,美团外卖：订单确认通知,【美团外卖】您的辣椒炒肉米饭套餐订单#MF202509221830已确认，商家“湘味小厨”正在备餐，预计19:05前送达。,2025-09-22 18:32:00,美团外卖,
Push-2234,,高顿教育：CFA三级冲刺提醒,【高顿教育】亲爱的学员，您今日的CFA三级学习任务：衍生品-期权策略盈亏计算尚未完成，记得坚持打卡哦！,2025-09-22 19:15:00,高顿教育,
Push-2235,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过90%，建议及时清理照片、视频或应用缓存，确保设备流畅运行。,2025-09-23 07:15:00,系统存储管理,
Push-2236,,Keep：今日训练完成提醒,【Keep】恭喜完成今日核心力量与上肢训练，时长55分钟，消耗约320千卡。坚持就是胜利，明天继续加油！,2025-09-23 08:40:00,Keep,
Push-2237,,雪球：A股午盘行情速递,【雪球】午盘收评：沪指微涨0.3%，新能源板块领涨，消费板块震荡。您关注的比亚迪、宁德时代等个股表现活跃，点击查看详情。,2025-09-23 11:55:00,雪球,
Push-2238,,支付宝：餐饮支付成功提醒,【支付宝】您已成功支付剁椒蒸鱼头等菜品，金额128元，账单已同步至我的账单。,2025-09-23 12:35:00,支付宝,
Push-2239,,系统：电量低提醒,【系统通知】当前手机电量已低于20%，请及时充电，避免影响使用。,2025-09-23 13:20:00,系统电池管理,
Push-2240,,小红书：国庆自驾游装备清单推荐,【小红书】根据你的浏览，为你推荐高海拔自驾必备装备清单：车载制氧机、防滑链、高原防晒霜等，助你安心出行。,2025-09-23 15:30:00,小红书,
Push-2241,258-4,支付宝：旅行保险支付成功提醒,【支付宝】您已成功购买【XX保险】国庆川西自驾旅行保险（含高原病保障），保单号P202509231950123，金额356元，电子保单已发送至邮箱。,2025-09-23 19:51:00,支付宝,258-d
Push-2242,,微信读书：摄影书籍更新提醒,【微信读书】你正在阅读的《街头摄影的视觉语言》已更新章节：光影与构图的进阶技巧，快来继续阅读吧。,2025-09-23 22:05:00,微信读书,
Push-2243,29-1,雪球：今日市场热点速递,【雪球】早盘观察：金融科技板块活跃，关注区块链概念股表现。您关注的华泰证券、中信建投等券商股开盘微涨。点击查看深度解读>>,2025-09-24 09:10:00,雪球,29-a
Push-2244,149-6,支付宝：午餐支付成功提醒,【支付宝】您已成功支付羽衣甘蓝轻食沙拉店订单#LS202509241201，金额 68 元，账单已同步至我的账单,2025-09-24 12:02:00,支付宝,149-f
Push-2245,149-6,币安：加密市场行情速览,【币安】BTC 24H涨幅+2.5%，ETH +1.8%。传统金融巨头新动态或推动市场情绪。点击查看最新分析报告>>,2025-09-24 12:45:00,币安,149-f
Push-2246,29-1,微信读书：您可能感兴趣的新书,【微信读书】根据您的阅读兴趣，为您推荐《高效演讲：让汇报直击人心》。内含大量实战案例与PPT设计技巧，助您明日汇报更出色。,2025-09-24 14:30:00,微信读书,29-a
Push-2247,,美团外卖：晚餐支付成功提醒,【美团外卖】您已成功支付辣椒炒肉盖码饭订单#MT202509241819，金额 32 元，骑手已火速赶往商家取餐,2025-09-24 18:20:00,美团外卖,
Push-2248,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已不足10%，部分功能可能受限。建议及时清理照片、视频或卸载不常用应用。,2025-09-24 19:50:00,系统存储管理,
Push-2249,29-1,携程旅行：国庆行程贴心提醒,【携程旅行】您预定的川西自驾游行程（订单号CTRP987654）即将开始！建议提前检查车辆状况，备好防寒衣物。祝您旅途愉快！,2025-09-24 20:30:00,携程旅行,29-a
Push-2250,29-1,国家地理：每日一图推荐,【国家地理】今日推荐：冰岛极光下的孤独小屋。点击欣赏摄影师如何运用长曝光捕捉极光与星轨的完美结合。,2025-09-24 21:20:00,国家地理,29-a
Push-2251,,支付宝：支付成功提醒,【支付宝】您已成功支付绿野仙踪轻食店订单#LYZX09251215，金额 68.5 元，账单已同步至我的账单,2025-09-25 12:03:00,支付宝,
Push-2252,,雪球：行情异动提醒,【雪球】您关注的沪深300指数盘中拉升，涨幅超1.5%，市场情绪回暖。点击查看机构解读与热门板块。,2025-09-25 12:15:00,雪球,
Push-2253,,系统：存储空间不足,【系统通知】您的手机存储空间已不足10%，部分功能可能受限，建议及时清理。,2025-09-25 16:20:00,系统存储管理,
Push-2254,256-7,支付宝：停车费支付成功,【支付宝】您已成功支付悠漫咖啡社（贺龙体育馆店）停车场费用，金额 12 元，车牌：湘A·8X5Y9。,2025-09-25 22:05:00,支付宝,256-g
Push-2255,,知乎：CFA备考经验推荐,【知乎】您关注的CFA话题下，一篇关于三级冲刺阶段时间管理与真题利用的高赞回答更新了，快来查看吧。,2025-09-25 23:05:00,知乎,
Push-2256,,Keep：晨跑运动记录已生成,【Keep】恭喜完成今日晨跑！本次在岳麓山跑步30分钟，消耗约280大卡，配速控制良好。点击查看详细数据报告。,2025-09-26 07:48:00,Keep,
Push-2257,28-4-2,高德地图：离线地图下载完成,【高德地图】您下载的“川西自驾游”离线地图包已成功，包含甘孜、阿坝等区域，大小约1.2GB。导航无忧，旅途更安心。,2025-09-26 13:20:00,高德地图,28-d
Push-2258,,支付宝：咖啡支付成功提醒,【支付宝】您已成功支付打包咖啡订单#CS202509261730，金额28元，账单已同步至我的账单。,2025-09-26 17:33:00,支付宝,
Push-2259,,网易云音乐：每日推荐歌单已更新,【网易云音乐】根据您的跑步和通勤喜好，今日推荐歌单《午后咖啡与驾驶时光》已更新，内含10首轻音乐与独立流行。,2025-09-26 17:45:00,网易云音乐,
Push-2260,,雪球：沪深300指数收盘快报,【雪球】今日A股收盘，沪深300指数报3821.45点，下跌0.68%。您关注的消费板块表现分化，点击查看详细解读。,2025-09-26 19:05:00,雪球,
Push-2261,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已不足10%，部分应用运行可能受影响。建议及时清理照片、视频或卸载不常用应用。,2025-09-26 21:50:00,系统存储管理,
Push-2262,140-1-1,Lightroom：照片导入完成,【Adobe Lightroom】“长沙夜景”文件夹的85张照片已成功导入并完成初步筛选。您标记了12张五星照片，可开始进行后期编辑。,2025-09-26 22:35:00,Adobe Lightroom,140-a
Push-2263,153-12,Keep：今日瑜伽课程完成提醒,【Keep】恭喜你完成了今日的25分钟流瑜伽课程！专注呼吸与脊柱拉伸，有效缓解肩颈压力。记得补充水分，开启活力一天。,2025-09-27 07:28:00,Keep,153-l
Push-2264,32-5,宝马云端互联：车辆保养完成通知,【宝马云端互联】您的爱车（车牌：湘A*****）已完成全面保养，包括机油机滤更换及安全检查。服务顾问：张伟。详情请查看电子报告。,2025-09-27 11:38:00,宝马云端互联,32-e
Push-2265,258-7-1,山姆会员商店：订单支付成功,【山姆会员商店】您在山姆会员商店（岳麓店）的消费订单#SM202509271135已支付成功，金额 386.50 元。电子发票已开具。,2025-09-27 11:38:00,山姆会员商店,258-g
Push-2266,150-2,雪球：比特币行情异动提醒,【雪球】您关注的比特币价格出现波动，当前价格已接近您设定的监控阈值。建议查看最新行情与相关分析，及时调整策略。,2025-09-27 14:45:00,雪球,150-b
Push-2267,,系统：存储空间不足提醒,【系统通知】当前设备存储空间已使用超过90%，可能影响相机等应用正常运行。建议及时清理文件或移至云端。,2025-09-27 15:42:00,系统存储管理,
Push-2268,258-7-2,腾讯文档：文档已更新通知,【腾讯文档】您共享的文档《川西自驾游物资责任确认表》已被成员彭雨晴查看并确认。点击查看最新动态。,2025-09-27 16:15:00,腾讯文档,258-g
Push-2269,,网易云音乐：私人雷达更新,【网易云音乐】根据您的听歌喜好，今日私人雷达已更新，包含后摇、轻音乐等30首新歌。点击一键收听，放松身心。,2025-09-27 17:20:00,网易云音乐,
Push-2270,,大众点评：餐厅预定成功,【大众点评】您已成功预定【湘菜馆】（银双路店）18:00的4人包厢，预定码：XC20250927。请准时到店就餐。,2025-09-27 17:55:00,大众点评,
Push-2271,140-2,Adobe Lightroom：照片备份完成,【Adobe Lightroom】您今日筛选的60张长沙夜景照片已成功备份至云端。已按湘江夜色、岳麓灯火等主题分类，随时可跨设备访问。,2025-09-27 21:05:00,Adobe Lightroom,140-b
Push-2272,,系统：电量低提醒,【系统通知】当前手机电量已低于15%，建议连接充电器，以免影响明日出行导航等关键功能。,2025-09-27 21:50:00,系统电池管理,
Push-2273,140-3,Notion：内容更新提醒,【Notion】您与徐佳宁的摄影主题讨论要点已同步至山水洲城项目页面，包含3项待办事项。,2025-09-28 10:33:00,Notion,140-c
Push-2274,,美团：个性化推荐,【美团】为您推荐：罗比零食店同款牛肉干（香辣味）正在参与满减活动，下单立减5元，点击查看。,2025-09-28 11:35:00,美团,
Push-2275,,美团外卖：订单确认,【美团外卖】您的午餐订单#CS202509281215已确认，商家【老长沙粉面馆】已接单，预计12:45送达。,2025-09-28 12:17:00,美团外卖,
Push-2276,150-3,华尔街见闻：内容更新提醒,【华尔街见闻】您关注的金融监管专题有更新：美国SEC就加密货币托管新规发布征求意见稿。,2025-09-28 15:00:00,华尔街见闻,150-c
Push-2277,,系统：存储空间不足提醒,【系统通知】手机存储空间已不足10%，建议清理照片、视频或卸载不常用应用以释放空间。,2025-09-28 18:30:00,系统存储管理,
Push-2278,,微信读书：内容更新提醒,【微信读书】您正在阅读的《周期、价值与人性》有3条新批注来自书友，点击查看。,2025-09-28 21:05:00,微信读书,
Push-2279,150-4,雪球：隔夜全球金融市场动态,【雪球】隔夜美股三大指数涨跌不一，纳指微涨0.3%。比特币价格突破68000美元，市场关注今日亚洲市场开盘表现。点击查看详情。,2025-09-29 06:45:00,雪球,150-d
Push-2280,,高德地图：通勤路况提醒,【高德地图】您常走的西二环（岳麓区至开福区方向）当前拥堵，预计通行时间45分钟，建议您提前规划出行。,2025-09-29 07:05:00,高德地图,
Push-2281,,钉钉：部门晨会提醒,【钉钉】您有一个会议即将开始：部门晨会。时间：09:00，地点：公司会议室，请准时参加。,2025-09-29 08:50:00,钉钉,
Push-2282,,大众点评：湘菜馆推荐,【大众点评】根据您的口味偏好，为您推荐金鹰路附近评分4.8的湘菜馆“老长沙口味虾”，人均消费约80元。,2025-09-29 11:45:00,大众点评,
Push-2283,149-7,Notion：任务完成提醒,【Notion】您已完成任务：比特币ETF观察仓复盘模板创建与工作流整合。已同步至每日/每周清单。,2025-09-29 11:55:00,Notion,149-g
Push-2284,,企业微信：客户视频会议提醒,【企业微信】您与上海客户的视频会议将于13:30开始，请提前5分钟进入会议室。会议号：123456。,2025-09-29 13:25:00,企业微信,
Push-2285,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议及时清理照片、视频等文件，释放空间。,2025-09-29 16:20:00,系统存储管理,
Push-2286,,高德地图：加油站优惠提醒,【高德地图】您附近的“中国石化金桥加油站”今日92号汽油每升优惠0.2元，可通过高德地图在线支付享受。,2025-09-29 17:35:00,高德地图,
Push-2287,,Keep：游泳训练记录提醒,【Keep】检测到您已抵达恒大雅苑健身中心，是否开始记录今日的游泳交叉训练？,2025-09-29 18:12:00,Keep,
Push-2288,,美团外卖：订单支付成功,【美团外卖】您已成功支付老长沙口味虾订单#202509291940，金额68元，预计20:10送达。,2025-09-29 19:42:00,美团外卖,
Push-2289,,美团外卖：骑手已取餐,【美团外卖】您的老长沙口味虾订单#202509291940已由骑手张师傅取餐，正在火速配送中，点击查看实时位置。,2025-09-29 19:55:00,美团外卖,
Push-2290,128-4,Bilibili：AE教程更新提醒,【Bilibili】您关注的UP主“动画小课堂”发布了新视频：AE缓入缓出效果实战应用，与您最近的学习内容相关。,2025-09-29 21:20:00,Bilibili,128-d
Push-2291,140-4,Lightroom：照片同步完成,【Lightroom】您为山水洲城系列照片添加的50条备注已成功同步至云端，可在所有设备上查看。,2025-09-29 21:55:00,Adobe Lightroom,140-d
Push-2292,258-9,微信：视频通话请求,【微信】“妈妈”邀请您进行视频通话，点击接听。,2025-09-29 22:15:00,微信,258-i
Push-2293,261-6-2,悦跑圈：跑步数据同步提醒,【悦跑圈】您于今日06:10-07:18在湘江风光带完成的5公里晨跑数据已同步，配速4分48秒，心率良好。九月总跑量已达125公里，继续加油！,2025-09-30 07:20:00,悦跑圈,261-f
Push-2294,,雪球：隔夜市场快讯,"【雪球】隔夜全球市场速览：美股三大指数涨跌不一，比特币价格现报$XX,XXX，波动率有所上升。点击查看详细分析。",2025-09-30 07:25:00,雪球,
Push-2295,114-11,微信公众平台：文章草稿保存成功,【微信公众平台】您的文章《震荡市中的资产配置策略再审视》草稿已成功保存至云端，可随时在多端继续编辑。,2025-09-30 09:00:00,微信公众平台,114-k
Push-2296,150-5,华泰证券：交易参数调整成功,【华泰证券】您持有的比特币ETF观察仓（代码：XXXX）单日跌幅预警阈值已成功从15%上调至20%。,2025-09-30 12:05:00,华泰证券,150-e
Push-2297,,邮件：季度报告发送成功,【邮件】您的邮件“Q3投资分析报告与节前展望”已成功发送给所有收件人。,2025-09-30 15:05:00,邮件,
Push-2298,256-8,知乎：CFA备考专题推荐,【知乎】为您推荐CFA三级冲刺备考攻略与高频考点解析，多位持证人分享实战经验，助力十月备考计划。,2025-09-30 16:30:00,知乎,256-h
Push-2299,,支付宝：咖啡消费支付成功,【支付宝】您已成功支付一丹咖啡厅订单#202509301730，金额38元。支付方式：花呗。,2025-09-30 17:32:00,支付宝,
Push-2300,,美团外卖：订单支付成功,【美团外卖】您已成功支付湘菜馆订单#MD202509301825，辣椒炒肉盖码饭，实付28元，预计19:10前送达。,2025-09-30 18:27:00,美团外卖,
Push-2301,261-6-2,悦跑圈：九月跑步报告已生成,【悦跑圈】您的九月跑步报告已出炉：总跑量125公里，平均配速4分52秒，静息心率58次/分。点击查看详细分析与十月计划建议。,2025-09-30 19:05:00,悦跑圈,261-f
Push-2302,,B站：纪录片《极致川西》更新推荐,【B站】您关注的旅行频道更新了《极致川西》第四集：探秘色达佛学院。根据您的观看历史，为您推荐此内容。,2025-09-30 20:55:00,B站,
Push-2303,,微信：群消息提醒,【微信】川西光影之旅群有新消息：彭雨晴：“收到，明早6:30小区门口见！”吴俊杰：“OK，物资已备齐。”,2025-09-30 21:32:00,微信,
Push-2304,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用以释放空间。,2025-09-30 22:05:00,系统存储管理,
Push-2305,,雪球：国庆假期市场简讯,【雪球】国庆期间全球市场动态：美股三大指数小幅收涨，港股休市。A股休市期间，关注节后政策预期及三季报行情。点击查看精选分析。,2025-10-01 08:05:00,雪球,
Push-2306,270-1,京东：订单确认通知,【京东】您的订单#JD20251001083001已确认，商品：湖北老字号特产礼盒（含真空武昌鱼、洪湖藕带等），收货人：冯建国，预计10月3日前送达。,2025-10-01 08:35:00,京东,270-a
Push-2307,270-1,淘宝：订单支付成功,【淘宝】您的订单#TB20251001084502已支付成功，金额298.00元。商品：长沙网红零食大礼包，收货人：冯欣然，预计10月4日前送达。,2025-10-01 08:47:00,淘宝,270-a
Push-2308,,支付宝：超市支付成功提醒,【支付宝】您已成功支付步步高超市订单，金额186.50元，账单已同步至我的账单。,2025-10-01 11:05:00,支付宝,
Push-2309,32-7,高德地图：国庆出行路况提醒,【高德地图】国庆首日，长张高速、杭瑞高速长沙至湘西段车流量大，部分路段缓行。建议您错峰出行，提前规划路线。点击查看实时路况。,2025-10-01 12:15:00,高德地图,32-g
Push-2310,32-7,Keep：长途驾驶后拉伸提醒,【Keep】检测到您今日活动量较大，为您推荐一组5分钟肩颈与腿部拉伸课程，缓解驾驶疲劳，保持身体活力。,2025-10-01 16:25:00,Keep,32-g
Push-2311,32-7,凤凰记忆临江客栈：入住时间临近提醒,【携程旅行】您预定的凤凰记忆临江客栈江景房（订单号：CTRP202509251830）入住时间为今日18:00后。客栈地址：东正街15号，联系电话：0743-322XXXX。,2025-10-01 17:30:00,携程旅行,32-g
Push-2312,32-7,小红书：凤凰古城蓝调时刻拍摄攻略,【小红书】国庆游凤凰？蓝调时刻（日落后半小时）是拍摄沱江与吊脚楼的黄金时间！推荐机位：虹桥、跳岩、北门码头，附调色参数。,2025-10-01 18:45:00,小红书,32-g
Push-2313,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已不足10%，部分功能可能受限。建议及时清理照片、视频或卸载不常用应用。,2025-10-01 22:10:00,系统存储管理,
Push-2314,129-2,墨迹天气：凤凰古城晨雾预报,【墨迹天气】凤凰古城今日（10月2日）晨间有薄雾，能见度约1-2公里，湿度85%，气温15-18℃，适宜晨雾摄影创作。,2025-10-02 05:15:00,墨迹天气,129-b
Push-2315,129-2,DJI Fly：无人机飞行限制区提醒,【DJI Fly】您当前位于凤凰古城景区附近，请注意飞行高度限制（120米以下）并避开人群密集区域。飞行前请确认返航点已刷新。,2025-10-02 06:05:00,DJI Fly,129-b
Push-2316,,小红书：凤凰古城人文摄影攻略,【小红书】为你推荐凤凰古城沈从文故居及周边小巷的人文摄影机位与光影技巧，点击查看本地摄影师最新笔记。,2025-10-02 09:05:00,小红书,
Push-2317,,500px：全景摄影技巧分享,【500px】广角镜头下的古城全景如何构图？查看社区热门作品#城市全景#的拍摄参数与后期思路。,2025-10-02 10:35:00,500px,
Push-2318,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用以释放空间。,2025-10-02 14:20:00,系统存储管理,
Push-2319,,网易云音乐：助眠轻音乐推荐,【网易云音乐】根据你的收听习惯，为你推荐【深度助眠·纯音乐】歌单，伴随自然白噪音，助你舒缓入眠。,2025-10-02 22:20:00,网易云音乐,
Push-2320,133-1-1,支付宝：酒店退房支付成功,【支付宝】您已成功支付凤凰记忆江景客栈（杜田路分店）的房费，金额 486 元。账单详情可在我的账单中查看。,2025-10-03 09:42:00,支付宝,133-a
Push-2321,133-1-1,支付宝：高速通行费支付成功,【支付宝】您已成功支付 G56杭瑞高速（凤凰至铜仁段）通行费，金额 65 元。ETC账单已同步。,2025-10-03 10:08:00,支付宝,133-a
Push-2322,133-1-1,雪球：国庆期间全球股指行情速递,【雪球】国庆假期全球市场波动，美股科技股承压，欧股震荡。为您精选相关分析文章，点击查看详情。,2025-10-03 11:30:00,雪球,133-a
Push-2323,133-1-2,美团：民宿预订成功通知,【美团】您预订的镇远云舒河畔民宿已确认！入住时间：10月3日14:30后，订单号#ZYYS20251003，预订码 830615。,2025-10-03 14:32:00,美团,133-a
Push-2324,133-1-2,支付宝：民宿押金支付成功,【支付宝】您已成功支付镇远云舒河畔民宿的住宿押金，金额 200 元。退房后将原路退还。,2025-10-03 14:35:00,支付宝,133-a
Push-2325,,小红书：镇远古镇小众拍摄机位推荐,【小红书】发现镇远古镇隐藏的绝佳拍摄点！祝圣桥夜景、四方井巷光影，点击查看摄影达人的踩点攻略。,2025-10-03 17:15:00,小红书,
Push-2326,,支付宝：晚餐支付成功提醒,【支付宝】您已成功支付古城红酸汤鱼馆的消费，金额 218 元。祝您用餐愉快！,2025-10-03 19:05:00,支付宝,
Push-2327,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，部分应用运行可能受影响，建议及时清理。,2025-10-03 20:45:00,系统存储管理,
Push-2328,134-5,支付宝：支付成功提醒,【支付宝】您已成功支付老王副食店订单#202510041125，金额 38.5 元，账单已同步至我的账单,2025-10-04 11:26:00,支付宝,134-a
Push-2329,,微信支付：支付成功通知,【微信支付】支付成功 25 元。收款方：袁家豆腐老店。点击查看账单详情。,2025-10-04 11:28:00,微信,
Push-2330,,微信支付：支付成功通知,【微信支付】支付成功 68 元。收款方：巷子深茶舍。点击查看账单详情。,2025-10-04 14:33:00,微信,
Push-2331,,小红书：摄影灵感推荐,【小红书】镇远古镇光影大片怎么拍？看看这些神仙构图和调色思路，让你的照片刷爆朋友圈！,2025-10-04 16:45:00,小红书,
Push-2332,,大众点评：餐厅推荐,【大众点评】镇远古镇美食榜更新！苗姨婆酸汤鱼、袁家豆腐老店等本地人常去的老店等你打卡，还有隐藏菜单哦~,2025-10-04 19:30:00,大众点评,
Push-2333,,系统：存储空间不足提醒,【系统通知】手机存储空间已使用超过 90%，部分功能可能受限，建议及时清理。,2025-10-04 21:15:00,系统存储管理,
Push-2334,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已低于10%，建议及时清理照片、视频等文件，确保设备正常运行。,2025-10-05 06:15:00,系统存储管理,
Push-2335,,微信支付：景区门票支付成功,【微信支付】你已成功支付梵净山景区观光车索道联票，金额120元，支付方式：零钱。,2025-10-05 10:12:00,微信,
Push-2336,32-9-1,500px：梵净山热门摄影作品推荐,【500px】你关注的摄影师@山野行者在梵净山红云金顶拍摄的新作《云海佛光》已发布，快来欣赏学习吧！,2025-10-05 13:45:00,500px,32-i
Push-2337,,支付宝：小吃摊砂锅粉支付成功,【支付宝】你已成功支付小吃摊砂锅粉订单，金额28元，账单已同步至我的账单。,2025-10-05 14:05:00,支付宝,
Push-2338,,支付宝：服务区黑咖啡支付成功,【支付宝】你已成功支付雷山服务区便利店黑咖啡，金额15元，支付方式：花呗。,2025-10-05 16:12:00,支付宝,
Push-2339,,雪球：国庆期间全球股指行情速览,【雪球】国庆假期全球市场速递：道指微涨0.5%，纳指震荡，黄金价格小幅回落。点击查看详细分析。,2025-10-05 16:20:00,雪球,
Push-2340,32-9-2,小红书：苗寨银饰手工艺拍摄技巧,【小红书】你关注的摄影博主分享了《苗寨银饰拍摄：如何捕捉錾刻的细节与光影》，干货满满，快来收藏学习！,2025-10-05 19:15:00,小红书,32-i
Push-2341,32-9-2,巧摄：苗寨蓝调时刻拍摄提醒,【巧摄】西江千户苗寨今日蓝调时刻（日落前后）为19:25-19:55，是拍摄延时和夜景的黄金时间，请提前做好准备。,2025-10-05 19:20:00,巧摄,32-i
Push-2342,,微信支付：酸汤鱼晚餐支付成功,【微信支付】你已成功支付苗寨酸汤鱼餐馆晚餐，金额186元，支付方式：零钱。,2025-10-05 22:05:00,微信,
Push-2343,,华尔街见闻：假期后市场走势预判,【华尔街见闻】首席经济学家最新文章《国庆长假后，A股市场将如何演绎？》已发布，深度剖析政策与资金面动向。,2025-10-05 23:50:00,华尔街见闻,
Push-2344,32-10,支付宝：轮胎维修支付成功提醒,【支付宝】您已成功支付龙华阁汽修轮胎维修费用，金额 680 元，账单已同步至我的账单,2025-10-06 18:53:00,支付宝,32-j
Push-2345,,美团外卖：中秋晚餐订单配送提醒,【美团外卖】您的小炒黄牛肉、手撕包菜订单#ME202510061855 骑手已取餐，正在火速配送中，预计 19:30 前送达,2025-10-06 19:05:00,美团外卖,
Push-2346,,雪球：节后市场开盘前瞻,【雪球】全球市场节后开盘在即，为您梳理A股、港股、美股核心看点与潜在机会，点击查看机构策略汇总,2025-10-06 19:45:00,雪球,
Push-2347,270-2-3,同花顺：基金定投策略更新,【同花顺】根据最新市场数据，您关注的沪深300指数增强基金定投策略已更新，建议查看优化方案,2025-10-06 21:35:00,同花顺,270-b
Push-2348,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过90%，建议及时清理照片、视频等文件，确保系统流畅运行,2025-10-06 22:15:00,系统存储管理,
Push-2349,,Keep：您的晨跑周报已生成,【Keep】本周您已累计晨跑3次，总里程15.2公里。根据您的恢复计划，今日建议配速6分30秒，心率区间<150，点击查看详细分析。,2025-10-07 06:45:00,Keep,
Push-2350,273-1-1,支付宝：便利店支付成功,【支付宝】您已成功支付新佳宜便利店订单，金额8.5元，商品：矿泉水。账单已同步至我的账单。,2025-10-07 08:12:00,支付宝,273-a
Push-2351,273-1-1,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用。,2025-10-07 09:05:00,系统存储管理,273-a
Push-2352,128-5,Adobe Lightroom：摄影技巧推荐,【Adobe Lightroom】风光摄影后期调色教程：如何让凤凰晨雾更具层次感？内含预设分享，点击立即学习。,2025-10-07 09:45:00,Adobe Lightroom,128-e
Push-2353,,下厨房：高蛋白健身餐食谱,【下厨房】您常看的香煎鸡胸肉食谱已更新！新增迷迭香腌制技巧和低脂酱汁搭配，点击查看完整做法。,2025-10-07 11:15:00,下厨房,
Push-2354,,微信支付：超市支付成功,【微信支付】支付成功 268.5元。收款方：步步高超市（金星中路店）。点击查看账单详情。,2025-10-07 12:08:00,微信,
Push-2355,,支付宝：午餐支付成功,【支付宝】您已成功支付老街老厨订单#202510071215，金额62元。使用花呗支付，账单日10号。,2025-10-07 12:15:00,支付宝,
Push-2356,,雪球：沪深300指数异动提醒,【雪球】您关注的沪深300指数午后跌幅扩大至1.2%，金融、地产板块领跌。点击查看实时行情与机构解读。,2025-10-07 12:45:00,雪球,
Push-2357,,系统：电量低提醒,【系统通知】当前手机电量已低于20%，请及时连接充电器，预计剩余使用时间约1小时。,2025-10-07 13:25:00,系统电池管理,
Push-2358,,网易云音乐：您的专属爵士歌单,【网易云音乐】根据您的收听习惯，为您推荐“晚餐放松·慵懒爵士”歌单，内含Bill Evans、Chet Baker等大师作品，点击播放。,2025-10-07 17:45:00,网易云音乐,
Push-2359,150-7-1,雪球：午间行情速递,【雪球】午盘快讯：A股三大指数震荡整理，新能源板块异动拉升。您关注的宁德时代涨2.3%，比亚迪涨1.8%。点击查看深度解读>>,2025-10-08 12:15:00,雪球,150-g
Push-2360,31-4,京东健康：体检预约成功通知,【京东健康】您已成功预约老年综合深度体检套餐，预约号：JK20251008001，体检机构：武汉协和医院体检中心，预约时间：2025-10-25 08:30。请携带身份证按时前往。,2025-10-08 12:55:00,京东健康,31-d
Push-2361,150-7-1,雪球：收盘复盘提醒,【雪球】今日A股收盘：沪指微涨0.15%，创业板指跌0.3%。您关注的隆基绿能今日收涨3.2%，成交额放大。查看机构观点与明日策略>>,2025-10-08 16:20:00,雪球,150-g
Push-2362,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，部分应用运行可能变慢。建议及时清理照片、视频或卸载不常用应用。,2025-10-08 17:05:00,系统存储管理,
Push-2363,,下厨房：健身餐食谱推荐,【下厨房】为您推荐高蛋白低脂健身餐：香煎鸡胸肉配西兰花藜麦饭，热量约450大卡，附详细图文步骤。健康饮食，助力训练效果>>,2025-10-08 18:30:00,下厨房,
Push-2364,,系统：电量低提醒,【系统通知】当前手机电量已低于20%，请及时连接充电器，预计剩余使用时间约1小时。,2025-10-08 21:55:00,系统电池管理,
Push-2365,,Keep：晨跑运动记录已生成,【Keep】恭喜完成今日5公里晨跑！用时35分钟，平均配速7分/公里，消耗约350大卡。点击查看详细数据报告。,2025-10-09 07:41:00,Keep,
Push-2366,,雪球：早间财经要闻速递,【雪球】早盘前瞻：隔夜美股三大指数收涨，科技股领跑。今日关注A股券商板块及三季度GDP数据发布。点击查看深度解读。,2025-10-09 07:45:00,雪球,
Push-2367,77-1,微信：与徐佳宁的通话记录,【微信】您与徐佳宁的语音通话已结束，时长约35分钟。点击可查看聊天记录或设置下次提醒。,2025-10-09 08:56:00,微信,77-a
Push-2368,,大众点评：湘菜馆用餐推荐,【大众点评】根据您的口味，为您推荐公司附近评分4.8的湘菜馆“老灶头”，招牌菜小炒黄牛肉备受好评。点击查看菜单与优惠。,2025-10-09 11:50:00,大众点评,
